"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 13 22:04:10 EET 2021","Mon Dec 13 22:04:13 EET 2021","2872","","Login","","Login","Positive login test","Positive login test",""
